user_id,items_count,recommend_percentage,gasto_user
76561198063068435,0,100.0,0.0
76561198063068623,38,100.0,738.62
76561198063070143,56,100.0,710.0
76561198063071060,20,100.0,256.88
76561198063074523,92,100.0,920.9599999999999
76561198063074670,117,100.0,3864.2
76561198063076399,46,100.0,361.76
76561198063081438,5,100.0,112.73
76561198063081557,14,100.0,69.96
76561198063082317,111,100.0,1393.18
76561198063084456,33,100.0,447.77
76561198063084649,30,100.0,229.9
76561198063085735,1,100.0,0.0
76561198063085744,7,100.0,134.94
76561198063085949,62,100.0,608.61
76561198063086447,2,100.0,0.0
76561198063087871,0,100.0,0.0
76561198063090201,116,100.0,1862.12
76561198063091672,0,100.0,0.0
76561198063092622,5,100.0,49.96
76561198063093134,45,50.0,603.62
76561198063094130,50,100.0,554.66
76561198063094674,0,100.0,0.0
76561198063095250,114,100.0,961.21
76561198063095855,5,100.0,0.0
76561198063096529,15,100.0,130.88
76561198063100139,306,100.0,8945.16
76561198063101745,55,100.0,378.74
76561198063102026,17,100.0,197.9
76561198063103245,145,100.0,996.42
76561198063105127,0,100.0,0.0
76561198063105146,168,100.0,5159.34
76561198063105532,22,100.0,188.81
76561198063105726,8,100.0,34.99
76561198063106018,107,100.0,1315.24
76561198063108197,68,100.0,625.65
76561198063108333,0,100.0,0.0
76561198063108337,0,100.0,0.0
76561198063108513,0,100.0,0.0
76561198063110034,0,100.0,0.0
76561198063111364,58,100.0,638.5
76561198063111938,4,100.0,33.97
76561198063113141,5,100.0,73.96000000000001
76561198063113447,136,100.0,1700.05
76561198063115956,0,100.0,0.0
76561198063116194,0,100.0,0.0
76561198063116217,0,100.0,0.0
76561198063117540,72,100.0,780.5799999999999
76561198063119025,38,100.0,214.87
76561198063119247,147,80.0,9549.449999999999
76561198063119996,6,100.0,59.96
76561198063121287,48,100.0,899.19
76561198063122053,13,100.0,91.39
76561198063122079,0,100.0,0.0
76561198063125308,1,100.0,9.99
76561198063125698,39,100.0,249.82999999999998
76561198063125708,0,100.0,0.0
76561198063127832,12,100.0,129.92
76561198063127887,60,100.0,716.66
76561198063128416,70,44.44444444444444,5603.13
76561198063132774,1,100.0,0.0
76561198063132788,71,100.0,969.47
76561198063132956,39,100.0,336.83
76561198063137742,7,100.0,19.98
76561198063137936,226,100.0,2591.06
76561198063138377,24,100.0,394.89
76561198063139003,0,100.0,0.0
76561198063139290,49,100.0,342.75
76561198063141462,127,100.0,1645.8799999999999
76561198063142206,62,100.0,825.51
76561198063143184,0,100.0,0.0
76561198063143868,0,100.0,0.0
76561198063145370,12,100.0,139.94
76561198063145410,120,100.0,1413.23
76561198063147180,3,100.0,39.97
76561198063148741,1,100.0,9.99
76561198063148920,63,100.0,926.43
76561198063149846,1,100.0,0.0
76561198063149981,48,100.0,513.38
76561198063150996,0,100.0,0.0
76561198063154034,15,100.0,74.97
76561198063155089,22,100.0,114.92
76561198063156295,65,100.0,1908.96
76561198063157777,12,100.0,112.96000000000001
76561198063159016,212,100.0,7280.01
76561198063160086,69,100.0,1034.46
76561198063161083,46,85.71428571428571,3595.83
76561198063164944,12,100.0,70.92
76561198063167182,0,100.0,0.0
76561198063169085,156,100.0,1760.81
76561198063169249,111,100.0,1382.26
76561198063171502,0,100.0,0.0
76561198063172723,0,100.0,0.0
76561198063172957,47,100.0,899.56
76561198063173116,23,100.0,244.94
76561198063176266,26,100.0,525.68
76561198063176951,126,100.0,1795.94
76561198063179266,46,100.0,305.78
76561198063179541,14,100.0,29.979999999999997
76561198063179643,3,100.0,9.99
76561198063180280,0,100.0,0.0
76561198063180532,0,90.0,0.0
76561198063183167,98,100.0,1071.34
76561198063184169,18,100.0,186.88
76561198063185507,0,100.0,0.0
76561198063185681,153,100.0,1893.83
76561198063186191,100,100.0,1511.01
76561198063187237,16,100.0,19.99
76561198063190439,43,100.0,488.76
76561198063190724,3,100.0,19.99
76561198063191216,13,100.0,12.98
76561198063193211,34,100.0,292.84999999999997
76561198063194586,17,100.0,122.91999999999999
76561198063195296,0,100.0,0.0
76561198063196186,0,100.0,0.0
76561198063197342,0,100.0,0.0
76561198063199558,50,100.0,4204.64
76561198063204092,0,100.0,0.0
76561198063207585,8,100.0,0.0
76561198063209590,5,100.0,44.97
76561198063210054,66,100.0,1912.71
76561198063211893,1,100.0,0.0
76561198063213074,7,100.0,59.95
76561198063213741,1,100.0,0.0
76561198063215612,118,100.0,1365.22
76561198063217317,44,100.0,787.5
76561198063217860,29,100.0,373.75
76561198063220816,28,100.0,285.8
76561198063221517,2,100.0,19.99
76561198063221683,0,100.0,0.0
76561198063221834,17,100.0,59.96
76561198063222621,7,100.0,54.96
76561198063222806,5,100.0,9.99
76561198063224545,18,100.0,160.88
76561198063225964,0,100.0,0.0
76561198063229191,24,100.0,81.94
76561198063229405,3,100.0,9.99
76561198063232138,1,100.0,14.99
76561198063233255,26,100.0,69.94
76561198063233789,8,100.0,14.99
76561198063234771,0,100.0,0.0
76561198063235007,0,100.0,0.0
76561198063241906,101,100.0,9163.2
76561198063246390,16,100.0,65.94
76561198063249265,2,100.0,14.99
76561198063250233,4,100.0,34.97
76561198063251011,29,100.0,324.86
76561198063253945,0,100.0,0.0
76561198063254072,2,100.0,19.99
76561198063254644,0,100.0,0.0
76561198063255625,0,100.0,0.0
76561198063255961,21,100.0,299.82
76561198063259280,15,100.0,124.95
76561198063262465,0,100.0,0.0
76561198063270014,0,100.0,0.0
76561198063270153,6,100.0,19.98
76561198063270914,0,100.0,0.0
76561198063272925,15,100.0,199.91
76561198063273803,19,100.0,99.91
76561198063274153,63,100.0,560.71
76561198063274178,53,100.0,3219.21
76561198063274587,18,100.0,69.95
76561198063276529,23,100.0,162.85999999999999
76561198063277141,22,100.0,171.88
76561198063278079,119,100.0,3721.6
76561198063282629,0,100.0,0.0
76561198063282649,32,100.0,339.81
76561198063287154,59,100.0,781.56
76561198063289205,53,87.5,4682.88
76561198063290398,40,100.0,379.71
76561198063290496,155,100.0,1819.79
76561198063290801,88,100.0,1244.1299999999999
76561198063295337,1,100.0,0.0
76561198063296730,11,100.0,94.94
76561198063298806,69,100.0,941.67
76561198063299219,7,100.0,59.99
76561198063300051,0,100.0,0.0
76561198063305579,0,100.0,0.0
76561198063305946,42,100.0,259.85
76561198063309049,120,100.0,1381.12
76561198063309067,0,100.0,0.0
76561198063310593,0,100.0,0.0
76561198063312124,81,100.0,1016.38
76561198063312584,31,100.0,499.83
76561198063313709,16,100.0,114.93
76561198063314807,22,100.0,257.84
76561198063315572,0,100.0,0.0
76561198063316459,45,88.88888888888889,15938.64
76561198063317426,4,100.0,49.96
76561198063317487,0,100.0,0.0
76561198063318130,89,100.0,1430.26
76561198063319293,0,100.0,0.0
76561198063321128,328,100.0,3646.12
76561198063322806,0,100.0,0.0
76561198063323473,0,100.0,0.0
76561198063325260,17,100.0,214.68
76561198063326003,1,100.0,0.0
76561198063326620,21,100.0,64.94
76561198063327628,0,100.0,0.0
76561198063330233,0,100.0,0.0
76561198063330419,25,100.0,159.88
76561198063333579,3,100.0,119.94
76561198063337306,113,100.0,9926.91
76561198063337945,142,100.0,1749.0
76561198063342154,18,100.0,94.96000000000001
76561198063342694,39,100.0,312.81
76561198063343009,80,100.0,705.48
76561198063346976,29,100.0,339.8
76561198063346995,4,100.0,44.97
76561198063350010,15,100.0,112.94
76561198063353310,36,100.0,284.8
76561198063354416,6,100.0,0.0
76561198063354488,0,100.0,0.0
76561198063356089,22,100.0,124.92999999999999
76561198063358884,58,100.0,558.63
76561198063359858,0,100.0,0.0
76561198063360587,12,100.0,49.96
76561198063361120,27,100.0,294.85
76561198063361762,149,100.0,3204.04
76561198063362215,59,100.0,325.84
76561198063363548,17,100.0,63.45
76561198063364493,31,100.0,232.84
76561198063364515,20,100.0,9.99
76561198063365333,69,100.0,989.48
76561198063366368,0,100.0,0.0
76561198063368108,0,100.0,0.0
76561198063368177,112,100.0,1303.22
76561198063370615,7,100.0,75.94
76561198063370658,19,100.0,149.91
76561198063370792,112,100.0,1725.18
76561198063371165,45,100.0,741.52
76561198063371368,48,100.0,435.69
76561198063371694,88,100.0,325.84000000000003
76561198063371927,65,100.0,789.4399999999999
76561198063372575,0,100.0,0.0
76561198063373191,0,100.0,0.0
76561198063374862,0,100.0,0.0
76561198063375439,6,100.0,19.99
76561198063375771,39,100.0,500.73
76561198063377507,88,100.0,534.76
76561198063378113,159,100.0,2294.66
76561198063378419,1,100.0,4.99
76561198063379691,50,100.0,1125.18
76561198063380443,90,100.0,1034.31
76561198063381559,28,100.0,329.81
76561198063381779,4,100.0,19.99
76561198063382895,1,100.0,9.99
76561198063382967,39,100.0,344.85
76561198063383458,60,100.0,826.51
76561198063391282,0,50.0,0.0
76561198063391374,138,100.0,1055.14
76561198063391532,4,100.0,29.979999999999997
76561198063392500,53,100.0,314.8
76561198063393056,18,100.0,116.9
76561198063393217,69,100.0,214.87
76561198063396343,46,100.0,297.77
76561198063399108,36,100.0,314.73
76561198063403881,19,100.0,219.89999999999998
76561198063404104,11,100.0,19.99
76561198063407949,32,100.0,300.81
76561198063408460,0,100.0,0.0
76561198063410718,67,100.0,434.66
76561198063412754,40,100.0,274.86
76561198063412889,57,100.0,390.69
76561198063413171,23,100.0,124.92
76561198063414998,34,100.0,364.83
76561198063416582,80,100.0,3512.25
76561198063416894,3,100.0,0.0
76561198063417888,7,100.0,50.94
76561198063418857,0,100.0,0.0
76561198063419513,0,100.0,0.0
76561198063421432,18,100.0,19.97
76561198063421739,122,100.0,1850.3799999999999
76561198063422125,1,100.0,0.0
76561198063423478,0,100.0,0.0
76561198063424815,0,100.0,0.0
76561198063425188,0,100.0,0.0
76561198063426785,60,100.0,661.5
76561198063427042,4,100.0,39.98
76561198063427302,26,0.0,274.87
76561198063428250,17,100.0,97.42
76561198063430463,3,100.0,19.98
76561198063430726,0,100.0,0.0
76561198063431052,32,100.0,379.84000000000003
76561198063432187,0,100.0,0.0
76561198063432640,153,100.0,2138.72
76561198063434081,18,100.0,184.91
76561198063434254,0,100.0,0.0
76561198063434835,0,100.0,0.0
76561198063438807,0,100.0,0.0
76561198063439860,149,100.0,1068.1299999999999
76561198063440009,294,100.0,3059.56
76561198063440405,15,100.0,164.88
76561198063443945,2,100.0,19.99
76561198063444314,13,100.0,194.89999999999998
76561198063444658,2,100.0,0.0
76561198063445471,3,100.0,0.0
76561198063445697,4,100.0,0.0
76561198063445756,190,100.0,1123.22
76561198063446773,0,100.0,0.0
76561198063447289,51,100.0,455.68
76561198063448644,13,100.0,160.91
76561198063451111,12,100.0,34.97
76561198063452599,1,100.0,9.99
76561198063452990,4,100.0,9.99
76561198063453488,4,100.0,9.99
76561198063454003,4,100.0,29.979999999999997
76561198063455498,10,100.0,94.95
76561198063455875,4,100.0,0.0
76561198063456321,63,100.0,735.99
76561198063458300,34,100.0,265.86
76561198063458714,9,100.0,0.0
76561198063459358,34,100.0,375.65999999999997
76561198063460818,4,100.0,34.97
76561198063461227,24,100.0,159.93
76561198063461380,169,100.0,2347.46
76561198063463322,4,100.0,69.98
76561198063464192,0,100.0,0.0
76561198063466406,71,100.0,2461.65
76561198063466890,73,100.0,2142.21
76561198063466934,71,100.0,304.79
76561198063467068,22,100.0,204.87
76561198063467860,254,100.0,3695.11
76561198063468712,1,100.0,0.0
76561198063472034,22,100.0,279.86
76561198063472711,70,100.0,653.48
76561198063473041,12,100.0,14.99
76561198063473078,0,100.0,0.0
76561198063475086,0,100.0,0.0
76561198063475260,0,100.0,0.0
76561198063476044,249,100.0,2831.24
76561198063476482,0,100.0,0.0
76561198063476645,21,100.0,154.96
76561198063476686,0,100.0,0.0
76561198063477693,69,100.0,728.52
76561198063477742,1,100.0,9.99
76561198063477780,0,100.0,0.0
76561198063477875,0,100.0,0.0
76561198063477914,19,100.0,148.94
76561198063479584,44,100.0,345.77
76561198063479803,2,100.0,0.0
76561198063482271,193,100.0,2177.62
76561198063484319,5,100.0,9.99
76561198063487728,15,100.0,159.91
76561198063488070,72,100.0,843.0
76561198063489150,27,100.0,91.91
76561198063490878,60,100.0,722.5
76561198063492383,70,100.0,737.66
76561198063495306,192,100.0,2236.05
76561198063495634,8,100.0,59.959999999999994
76561198063495827,3,100.0,9.99
76561198063497777,25,100.0,164.88
76561198063498231,36,100.0,465.7
76561198063499396,1,100.0,0.0
76561198063499902,60,100.0,684.5600000000001
76561198063501316,0,100.0,0.0
76561198063503553,27,100.0,436.76
76561198063504256,0,100.0,0.0
76561198063505988,53,100.0,437.74
76561198063506004,6,100.0,0.0
76561198063507330,0,100.0,0.0
76561198063507445,4,100.0,19.98
76561198063508195,7,100.0,139.95
76561198063509156,37,75.0,791.48
76561198063510182,73,100.0,484.6
76561198063512270,57,100.0,512.72
76561198063513853,32,100.0,379.84000000000003
76561198063514015,18,100.0,154.87
76561198063515192,0,100.0,0.0
76561198063515797,0,100.0,0.0
76561198063515850,0,100.0,0.0
76561198063518293,6,100.0,0.0
76561198063520080,20,100.0,151.91
76561198063520509,64,100.0,382.67
76561198063521340,18,100.0,239.88
76561198063522861,37,100.0,479.71
76561198063523699,0,100.0,0.0
76561198063527103,17,100.0,219.88
76561198063527367,0,100.0,0.0
76561198063527700,66,100.0,993.51
76561198063527718,8,100.0,59.96
76561198063530868,13,100.0,44.97
76561198063530880,22,100.0,155.86
76561198063534335,45,0.0,142.92000000000002
76561198063534842,0,100.0,0.0
76561198063537503,77,100.0,1008.3299999999999
76561198063539338,11,100.0,109.91999999999999
76561198063539698,90,0.0,683.6
76561198063540763,26,100.0,129.91
76561198063541750,65,100.0,124.91
76561198063542592,0,100.0,0.0
76561198063543832,0,100.0,0.0
76561198063544109,0,100.0,0.0
76561198063546568,0,100.0,0.0
76561198063549687,22,100.0,84.96000000000001
76561198063550753,0,100.0,0.0
76561198063553623,0,100.0,0.0
76561198063553823,0,100.0,0.0
76561198063554754,34,0.0,409.82
76561198063559877,15,100.0,107.92
76561198063560261,0,100.0,0.0
76561198063564188,14,100.0,130.9
76561198063565073,1,100.0,0.0
76561198063565567,32,100.0,277.84
76561198063566924,75,100.0,1146.39
76561198063567721,5,100.0,59.96
76561198063571671,13,100.0,29.97
76561198063572252,93,100.0,758.4
76561198063572766,1,100.0,0.0
76561198063572874,76,100.0,567.71
76561198063573218,0,100.0,0.0
76561198063573847,53,100.0,617.68
76561198063574050,0,100.0,0.0
76561198063574712,1,100.0,3.99
76561198063574982,27,100.0,309.83
76561198063575392,32,100.0,337.85
76561198063577005,7,100.0,32.96
76561198063577509,42,100.0,265.84999999999997
76561198063577730,38,100.0,214.89
76561198063582964,42,100.0,347.28
76561198063585456,146,100.0,10054.15
76561198063586956,23,100.0,230.87
76561198063588229,0,100.0,0.0
76561198063588999,18,100.0,54.95
76561198063592727,14,100.0,107.91
76561198063592925,6,100.0,14.99
76561198063593160,33,100.0,249.3
76561198063595072,42,100.0,229.87
76561198063595886,14,100.0,29.97
76561198063597127,10,100.0,59.97
76561198063598859,0,100.0,0.0
76561198063603008,44,100.0,539.71
76561198063607424,123,71.42857142857143,9108.050000000001
76561198063607999,483,100.0,4481.44
76561198063608381,53,100.0,705.58
76561198063612181,1,100.0,14.99
76561198063613744,106,100.0,1600.23
76561198063613997,118,100.0,1626.58
76561198063614106,5,100.0,44.97
76561198063614790,27,100.0,349.86
76561198063617154,0,0.0,0.0
76561198063619526,1,100.0,0.0
76561198063620120,0,100.0,0.0
76561198063620984,147,85.71428571428571,15145.76
76561198063622701,20,100.0,232.88
76561198063624801,87,100.0,690.43
76561198063624829,41,100.0,358.69
76561198063628233,51,100.0,477.65
76561198063628532,7,100.0,54.959999999999994
76561198063629000,2,100.0,19.99
76561198063629012,46,100.0,609.7
76561198063629033,30,100.0,189.88
76561198063629285,82,100.0,964.46
76561198063633577,21,100.0,262.87
76561198063633856,0,100.0,0.0
76561198063636277,73,100.0,587.6
76561198063636592,3,100.0,34.98
76561198063637437,52,100.0,594.5
76561198063638361,61,100.0,237.84
76561198063638486,68,100.0,626.6899999999999
76561198063638507,0,100.0,0.0
76561198063639310,14,100.0,80.94
76561198063640742,38,100.0,509.75
76561198063642749,19,100.0,119.92999999999999
76561198063644981,34,100.0,474.56
76561198063645161,156,100.0,2111.7
76561198063648921,105,50.0,20674.32
76561198063651707,0,100.0,0.0
76561198063652380,5,100.0,9.99
76561198063658398,1,100.0,9.99
76561198063658506,0,100.0,0.0
76561198063660076,4,100.0,29.979999999999997
76561198063661942,78,100.0,1219.16
76561198063666281,1,100.0,9.99
76561198063667684,178,100.0,1647.45
76561198063668719,42,100.0,484.66999999999996
76561198063668905,12,100.0,89.96000000000001
76561198063671188,2,100.0,49.98
76561198063673351,3,100.0,29.99
76561198063673549,80,100.0,1042.54
76561198063674205,0,100.0,0.0
76561198063677145,27,100.0,185.87
76561198063677469,3,100.0,19.99
76561198063679051,54,100.0,472.66999999999996
76561198063681152,1,100.0,0.0
76561198063686762,16,100.0,109.92999999999999
76561198063689582,35,100.0,170.85
76561198063692411,4,100.0,34.97
76561198063695102,14,100.0,165.89000000000001
76561198063697156,21,100.0,105.91
76561198063698100,77,100.0,1198.35
76561198063698956,0,100.0,0.0
76561198063700942,30,100.0,407.77
76561198063705226,24,100.0,164.88
76561198063709432,132,0.0,2206.66
76561198063714917,128,100.0,1048.69
76561198063714964,40,100.0,653.31
76561198063718484,52,100.0,455.64
76561198063722876,0,100.0,0.0
76561198063743948,19,100.0,127.91999999999999
76561198063751988,6,100.0,49.97
76561198063758965,0,100.0,0.0
76561198063761947,0,100.0,0.0
76561198063762519,9,100.0,75.92
76561198063762775,2,100.0,9.99
76561198063762807,63,100.0,834.3
76561198063764559,14,100.0,149.9
76561198063765495,59,100.0,699.54
76561198063766329,48,100.0,487.63
76561198063766783,0,100.0,0.0
76561198063766977,17,100.0,72.96
76561198063767009,0,100.0,0.0
76561198063770387,78,100.0,923.5
76561198063772617,0,100.0,0.0
76561198063772653,1,100.0,0.0
76561198063772753,2,100.0,14.99
76561198063773577,42,100.0,518.6899999999999
76561198063774429,28,100.0,361.15
76561198063775323,37,100.0,147.91
76561198063792334,48,100.0,447.71
76561198063794515,31,100.0,124.91999999999999
76561198063797926,0,100.0,0.0
76561198063798708,4,100.0,29.979999999999997
76561198063799933,30,100.0,194.88
76561198063800550,1,100.0,0.0
76561198063801454,41,100.0,172.88
76561198063801812,4,100.0,9.99
76561198063803849,17,100.0,145.93
76561198063804314,25,100.0,124.92
76561198063805272,14,100.0,190.9
76561198063805518,5,100.0,39.97
76561198063808374,77,100.0,739.4
76561198063809322,0,100.0,0.0
76561198063812641,12,100.0,0.0
76561198063813386,0,100.0,0.0
76561198063814559,0,100.0,0.0
76561198063815221,20,100.0,170.32999999999998
76561198063815951,12,100.0,39.97
76561198063816365,9,100.0,39.98
76561198063816800,62,100.0,5331.0599999999995
76561198063817275,203,100.0,8169.69
76561198063818161,31,100.0,300.81
76561198063818289,0,100.0,0.0
76561198063818739,103,100.0,827.81
76561198063818919,27,100.0,34.97
76561198063822865,65,100.0,695.6800000000001
76561198063823886,27,100.0,255.76
76561198063824690,27,100.0,255.76
76561198063825731,0,100.0,0.0
76561198063827897,31,100.0,253.75
76561198063829145,13,100.0,229.94
76561198063829577,57,100.0,3042.16
76561198063835622,0,100.0,0.0
76561198063835924,33,100.0,219.91
76561198063837538,13,100.0,89.94
76561198063837746,31,100.0,336.76
76561198063841266,20,100.0,154.92000000000002
76561198063847316,103,100.0,1432.96
76561198063848540,0,100.0,0.0
76561198063848970,91,100.0,676.55
76561198063849448,94,100.0,1048.34
76561198063850360,26,100.0,247.84
76561198063851048,30,100.0,329.8
76561198063851434,51,100.0,550.6700000000001
76561198063852054,48,100.0,538.75
76561198063852316,42,100.0,488.71
76561198063852474,0,100.0,0.0
76561198063852709,3,100.0,49.98
76561198063852912,0,100.0,0.0
76561198063853092,10,100.0,119.92999999999999
76561198063853314,10,100.0,149.9
76561198063853354,59,100.0,941.52
76561198063855000,0,100.0,0.0
76561198063855248,0,100.0,0.0
76561198063855800,18,100.0,104.94
76561198063855805,47,100.0,688.66
76561198063856195,92,100.0,453.73
76561198063856833,3,100.0,0.0
76561198063857275,0,100.0,0.0
76561198063857524,55,100.0,403.82
76561198063857587,0,100.0,0.0
76561198063860563,0,100.0,0.0
76561198063860591,2,100.0,29.979999999999997
76561198063860733,0,100.0,0.0
76561198063861718,39,100.0,504.78
76561198063862347,9,100.0,44.96
76561198063862653,0,100.0,0.0
76561198063864401,0,100.0,0.0
76561198063865395,42,100.0,304.82
76561198063869041,12,100.0,0.0
76561198063869169,20,0.0,309.89
76561198063870463,4,100.0,34.98
76561198063870475,4,100.0,44.96
76561198063870581,2,100.0,19.98
76561198063871247,45,100.0,325.77
76561198063871255,0,100.0,0.0
76561198063871325,29,100.0,307.77
76561198063871989,84,50.0,1066.96
76561198063873803,0,100.0,0.0
76561198063873829,0,100.0,0.0
76561198063876265,52,100.0,695.63
76561198063877093,58,100.0,768.62
76561198063881591,18,100.0,274.87
76561198063882554,102,100.0,715.97
76561198063885067,0,100.0,0.0
76561198063889164,2,100.0,19.99
76561198063892216,12,100.0,9.99
76561198063894782,0,100.0,0.0
76561198063895035,50,100.0,504.71999999999997
76561198063895046,0,100.0,0.0
76561198063896738,0,100.0,0.0
76561198063896904,10,100.0,80.92
76561198063898392,29,100.0,287.86
76561198063899199,16,100.0,209.9
76561198063899231,75,0.0,307.78
76561198063900576,17,100.0,164.88
76561198063900580,0,100.0,0.0
76561198063901299,0,100.0,0.0
76561198063903938,1,100.0,0.0
76561198063904251,20,100.0,182.87
76561198063904818,18,100.0,145.88
76561198063906222,45,100.0,489.64
76561198063908732,12,100.0,139.96
76561198063911255,25,100.0,249.89
76561198063911992,19,100.0,69.98
76561198063912174,30,100.0,260.77
76561198063913734,0,100.0,0.0
76561198063914266,1,100.0,0.0
76561198063914589,4,100.0,69.98
76561198063914919,0,100.0,0.0
76561198063914978,77,100.0,890.6
76561198063916425,420,75.0,22618.84
76561198063916616,0,100.0,0.0
76561198063917046,3,100.0,39.99
76561198063917071,30,100.0,158.89000000000001
76561198063917108,73,100.0,1702.98
76561198063919816,133,100.0,1699.77
76561198063920059,1,100.0,9.99
76561198063920172,12,100.0,9.99
76561198063920333,64,100.0,884.52
76561198063920647,0,100.0,0.0
76561198063921807,15,100.0,154.9
76561198063921937,16,100.0,205.91
76561198063922645,3,100.0,19.99
76561198063924237,22,100.0,233.82999999999998
76561198063927220,0,100.0,0.0
76561198063928034,89,100.0,595.52
76561198063928869,116,100.0,772.56
76561198063929141,30,100.0,490.78000000000003
76561198063930019,29,100.0,171.85999999999999
76561198063932065,47,100.0,612.4499999999999
76561198063933419,99,0.0,470.25
76561198063933670,31,100.0,249.82999999999998
76561198063936797,1,100.0,0.0
76561198063936923,118,100.0,1748.05
76561198063937445,44,100.0,642.64
76561198063940345,0,100.0,0.0
76561198063941075,228,100.0,3552.86
76561198063942416,3,100.0,39.99
76561198063951820,51,100.0,7565.8
76561198063952161,2,100.0,0.0
76561198063954248,2,100.0,9.99
76561198063955090,8,100.0,39.97
76561198063955656,1,100.0,0.0
76561198063959101,75,100.0,594.66
76561198063960134,46,100.0,380.56
76561198063962180,20,100.0,94.93
76561198063962590,0,100.0,0.0
76561198063963659,45,100.0,397.7
76561198063964506,3,100.0,39.97
76561198063966018,22,100.0,142.9
76561198063967214,0,100.0,0.0
76561198063967352,0,100.0,0.0
76561198063970918,48,100.0,265.86
76561198063971830,58,100.0,641.6
76561198063974199,0,100.0,0.0
76561198063975948,1,100.0,0.0
76561198063978281,78,100.0,771.48
76561198063978327,103,100.0,1363.18
76561198063979030,2,100.0,4.99
76561198063980431,12,100.0,144.9
76561198063982895,5,100.0,19.99
76561198063986589,87,100.0,1133.26
76561198063987375,39,100.0,515.77
76561198063987542,3,100.0,29.98
76561198063988249,74,100.0,850.5
76561198063988555,56,100.0,1053.3
76561198063988577,44,100.0,212.83
76561198063988983,24,0.0,59.959999999999994
76561198063988987,17,100.0,54.980000000000004
76561198063991199,9,100.0,85.92
76561198063991519,78,100.0,930.47
76561198063992467,1,100.0,0.0
76561198063992961,5,100.0,4.99
76561198064003662,54,100.0,364.69
76561198064006861,100,100.0,1958.78
76561198064007233,12,100.0,119.9
76561198064011176,17,100.0,160.9
76561198064011666,1,100.0,0.0
76561198064012398,1,100.0,29.99
76561198064012546,34,100.0,345.74
76561198064013940,12,100.0,74.98
76561198064014812,3,100.0,49.98
76561198064015098,198,50.0,4373.88
76561198064015550,2,100.0,0.0
76561198064015790,0,100.0,0.0
76561198064016444,58,100.0,514.75
76561198064017302,47,100.0,374.78999999999996
76561198064019196,1,100.0,9.99
76561198064020523,31,100.0,189.87
76561198064021162,8,100.0,29.98
76561198064021688,69,100.0,945.28
76561198064023655,0,100.0,0.0
76561198064023906,0,100.0,0.0
76561198064023959,0,100.0,0.0
76561198064025853,40,100.0,396.74
76561198064026657,193,100.0,3383.46
76561198064028557,36,100.0,319.72
76561198064028876,71,100.0,689.5699999999999
76561198064029305,0,100.0,0.0
76561198064029407,65,100.0,969.51
76561198064031649,24,100.0,274.85999999999996
76561198064031799,53,100.0,271.84999999999997
76561198064031996,2,100.0,0.0
76561198064036549,5,100.0,44.97
76561198064036625,35,100.0,302.81
76561198064041113,5,100.0,9.99
76561198064055276,0,100.0,0.0
76561198064056486,21,100.0,179.91
76561198064057270,60,100.0,450.63
76561198064058188,89,100.0,549.72
76561198064059710,0,100.0,0.0
76561198064062862,70,100.0,2163.06
76561198064063056,70,100.0,1586.94
76561198064063178,22,100.0,229.9
76561198064064207,190,100.0,2405.34
76561198064064660,40,100.0,539.7
76561198064065326,15,100.0,99.92
76561198064065768,0,100.0,0.0
76561198064065810,51,100.0,365.32
76561198064065906,54,100.0,516.66
76561198064066859,192,100.0,3715.3
76561198064067376,14,100.0,50.95
76561198064067988,44,100.0,431.7
76561198064068619,30,100.0,153.88
76561198064069178,61,100.0,879.6
76561198064069767,2,100.0,14.99
76561198064070997,2,100.0,0.0
76561198064071360,0,100.0,0.0
76561198064071441,4,100.0,2.99
76561198064071690,0,100.0,0.0
76561198064071761,19,100.0,80.94
76561198064072174,6,100.0,19.99
76561198064072361,22,100.0,204.89
76561198064072755,5,100.0,49.97
76561198064075035,0,100.0,0.0
76561198064076800,0,100.0,0.0
76561198064077393,81,100.0,853.41
76561198064078033,0,100.0,0.0
76561198064104672,75,100.0,868.48
76561198064107236,27,100.0,274.87
76561198064109096,19,100.0,264.87
76561198064109176,12,100.0,149.88
76561198064110494,36,100.0,374.73
76561198064111719,99,100.0,4360.0199999999995
76561198064112400,95,100.0,1302.27
76561198064112935,15,100.0,139.93
76561198064114091,5,100.0,23.979999999999997
76561198064116676,0,100.0,0.0
76561198064116781,0,100.0,0.0
76561198064117170,75,100.0,3228.75
76561198064117221,41,100.0,144.9
76561198064117690,0,100.0,0.0
76561198064118233,0,100.0,0.0
76561198064118538,3,100.0,14.99
76561198064118611,0,100.0,0.0
76561198064118853,10,100.0,199.93
76561198064120697,19,100.0,14.99
76561198064120755,131,100.0,1660.74
76561198064121945,0,100.0,0.0
76561198064122435,42,100.0,200.89
76561198064123385,18,100.0,170.89
76561198064124587,81,100.0,669.55
76561198064131504,12,100.0,204.94
76561198064135570,36,100.0,381.84
76561198064135947,0,100.0,0.0
76561198064139989,0,100.0,0.0
76561198064142104,3,100.0,49.97
76561198064142600,79,100.0,990.88
76561198064142736,21,100.0,0.0
76561198064146286,0,100.0,0.0
76561198064146553,11,100.0,54.959999999999994
76561198064148060,226,100.0,2884.36
76561198064148204,289,100.0,3377.27
76561198064148230,0,100.0,0.0
76561198064150679,86,100.0,1041.56
76561198064151396,81,100.0,518.6
76561198064152834,14,100.0,309.87
